,COMMODITY_DESC,SUB_COMMODITY_DESC,SALES_VALUE,QUANTITY
2772,PASTA SAUCE,OTHER ITALIAN SAUCE,329.18000000000023,167
3334,SOUP,BROTHS,424.3800000000001,167
1583,FROZEN - BOXED(GROCERY),FRZN BRD STICK/PORTON,769.1200000000008,167
2066,HOSIERY/SOCKS,LADIES SPORT SOCKS,688.9600000000007,167
179,BAG SNACKS,CANISTER POTATO/TORT CHIPS,226.41000000000017,165
2370,LUNCHMEAT,CHICKEN-FULLY COOKED,506.6700000000006,165
3745,VALUE ADDED VEGETABLES,CELERY CHOPPED/STICKS,420.4400000000005,165
1931,HARDWARE SUPPLIES,TAPE,625.8400000000006,164
2853,PLASTIC HOUSEWARES,LAUNDRY,300.51000000000005,164
525,CANDLES/ACCESSORIES,POTPOURRI INCENSE,258.2300000000001,163
2354,LIQUOR,SINGLE SERVE/MULTI-PK CKTLS,854.370000000001,163
2799,PET CARE SUPPLIES,COLLARS AND LEADS,529.4600000000007,162
2766,PARTY TRAYS,DELI TRAY:FRUIT AND VEGETABLE,1848.9700000000012,161
2955,PREPARED FOOD,QSR FD: COLD PIZZA,864.3400000000008,161
1732,GARDEN CENTER,PREMIUM HARDY MUMS (OUTDOOR),527.6499999999999,161
2139,INFANT CARE PRODUCTS,BABY TOYS,549.3900000000001,161
1476,FLORAL-FLOWERING PLANTS,STANDARD FLOWERING PLANTS,883.8500000000007,160
2841,PLASTIC HOUSEWARES,BULK PLASTICS,578.2300000000001,160
345,BEEF,CHUCK/SHLDR - STK/CHP/SLC,704.0899999999997,160
3305,SOFT DRINKS,JUICE (100% JUICE),185.23000000000005,159
2889,PORK,KABOBS PORK,484.75999999999993,159
2396,MAGAZINE,ETHNIC-MAGAZINE,648.7300000000007,159
1351,FAMILY PLANNING,PREGNANCY TEST KITS,1838.0999999999997,158
3584,TOYS AND GAMES,ACTIVITY,563.0400000000004,158
2674,NUTS,NUTS INSHELL,522.5200000000008,157
901,CONDIMENTS/SAUCES,COOKING WINES,351.3500000000004,157
170,BACON,BACON - BELLY/JOWL,657.0800000000002,157
2403,MAGAZINE,HOME PLANS-MAGAZINE,693.5800000000006,157
2133,IN-STORE PHOTOFINISHING,OVERNIGHT PROCESSING,1266.5700000000006,157
606,CANNED JUICES,GRAPE JUICE (50% AND UNDER JCE,341.10999999999984,157
415,BLEACH,ALL FABRIC DRY BLEACH,492.09000000000015,156
3555,TEAS,INSTANT TEA & TEA MIX (W/SUGAR,473.3799999999994,156
148,BABY HBC,BABY CREAMS & OINTMENTS,402.08000000000004,156
2573,MISCELLANEOUS,PICKLE ITEMS,592.9600000000002,156
2745,PACKAGED NATURAL SNACKS,DRIED FRUIT,334.74000000000046,156
1361,FD WRAPS/BAGS/TRSH BG,PAPER LUNCH BAGS,320.1300000000002,156
833,COFFEE,INSTANT DECAFFINATED,762.8000000000003,155
3360,SPICES & EXTRACTS,SAUCE MIXES GRAVY MIXES DRY,192.3499999999999,155
1367,FEMININE HYGIENE,FEM YEAST TREATMENTS,1631.5000000000016,155
1261,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),499.3600000000006,155
2796,PET CARE SUPPLIES,AQUARIUM NEEDS,497.77000000000004,154
2587,MUSHROOMS,MUSHROOMS OTHER,367.3700000000005,154
2167,INSECTICIDES,FLYING INSECT,559.08,154
2805,PET CARE SUPPLIES,FLEA/TICK COLLAR,735.8900000000009,152
1881,HAND/BODY/FACIAL PRODUCTS,HAND AND BODY CREAM,810.6800000000006,152
563,CANDY - PACKAGED,CANDY BOXED CHOCOLATES W/FLOUR,225.20000000000033,152
626,CANNED JUICES,SOFT DRINK BOTTLE NON-CARB (EX,405.7899999999999,151
1935,HARDWARE SUPPLIES,WEATHERIZATION,1058.0300000000009,151
1380,FILM AND CAMERA PRODUCTS,FRAMES,811.3100000000005,151
543,CANDY - CHECKLANE,SEASONAL CANDY BAGS-CHOCOLATE,88.30000000000007,150
1856,HALLOWEEN,MAKE-UP/WIGS,305.62000000000023,150
3226,SMOKED MEATS,BACON - BELLY/JOWL,458.59000000000003,150
923,CONTINUITIES,CONTINUITY,587.130000000001,149
3006,QUICK SERVICE,QSR FD: ORIENTAL (HOT),693.8499999999999,149
760,CHRISTMAS  SEASONAL,CANDY BARS (SINGLES)(INCLUDING,46.62999999999998,149
25,ANALGESICS,MENSTRUAL ANALGESICS,791.3700000000006,148
3242,SMOKED MEATS,HAMS-SPIRAL,3172.7199999999993,147
1028,COUPON/MISC ITEMS,OUTSIDE VENDORS GIFT CARDS,4166.64,147
2242,JUICE,JUICE (UNDER 10% JUICE),162.95,147
678,CHEESE,MULTI-PACK CRACKERS,214.28999999999996,147
706,CHICKEN,CHICKEN LEGS/QUARTERS,616.9999999999998,146
319,BATH TISSUES,FACIAL TISSUE & PAPER HANDKE,149.16000000000003,145
873,COLD AND FLU,VAPORIZERS,827.2000000000007,144
1735,GARDEN CENTER,STANDARD ANNUALS (OUTDOOR),652.3799999999999,144
1424,FLORAL BALLOONS,BALLOONS 18IN PKG NON LICENSED,428.52000000000066,144
1057,DELI MEATS,MEAT: BEEF PPK/PRESLCD,602.1700000000002,144
2686,ONIONS,GREEN ONIONS,97.42000000000006,143
1572,FROZEN,FROZEN MEAL COMBO/DINNERS,528.0899999999998,142
3235,SMOKED MEATS,HAM - STEAKS/SLICES/CUBES,755.0799999999999,142
3132,SEAFOOD - FROZEN,FRZN MULTI SERVE ENTREES ALL,795.420000000001,141
3788,VEGETABLES - SHELF STABLE,PIMENTOS,150.00999999999988,141
2911,PORK,VARIETY MEAT - EXTERNAL,342.67999999999995,141
2170,INSECTICIDES,RODENTICIDES,330.85000000000014,140
3693,TURKEY,WHOLE TOMS (OVER 15LBS),1982.24,140
2771,PASTA SAUCE,MEAT ADDED,460.94999999999965,139
3140,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP EXA,763.2500000000009,139
300,BATH,DIPILATORIES,845.0200000000008,139
1951,HEAT/SERVE,OTHER - FULLY COOKED,679.7600000000008,139
1063,DELI MEATS,MEAT: PATES/MOUSSE,323.33999999999986,138
3250,SMOKED MEATS,OFFALS,296.98,138
664,CHARCOAL AND LIGHTER FLUID,FIRE STARTERS,539.6200000000003,137
2414,MAGAZINE,PURSE BOOKS-MAGAZINE,246.83000000000024,137
85,AUDIO/VIDEO PRODUCTS,AGE RESTRICTED DVD S,1405.670000000001,136
3108,SALADS/DIPS,SAL: DESSERTS-BULK,474.80000000000007,135
2095,HOUSEHOLD CLEANG NEEDS,AMMONIA,127.08,135
972,COOKWARE & BAKEWARE,CANDY BARS (SINGLES)(INCLUDING,44.289999999999985,133
3734,VALENTINE,VALENTINE PLUSH,633.7900000000005,133
2345,LIQUOR,FLAVORED RUM (42 UNDER PROOF),1607.270000000001,133
2729,ORGANICS FRUIT & VEGETABLES,ORGANIC ONIONS,337.8400000000005,133
1267,EASTER,EASTER BASKET STUFFERS,248.00000000000026,133
2698,ORAL HYGIENE PRODUCTS,LIPCARE,231.28000000000003,133
3115,SALADS/DIPS,SALAD: LETTUCE,398.7500000000004,132
2350,LIQUOR,RTD COCKTAILS 750ML PLUS <=42P,1475.680000000001,132
120,AUTOMOTIVE PRODUCTS,ADDITIVES/FLUIDS,480.0399999999996,132
1102,DIETARY AID PRODUCTS,DIET CONTROL TABLETS/CAPSULE,1862.8799999999997,131
1186,DOMESTIC GOODS,KITCHEN TEXTILES,435.7200000000005,131
3748,VALUE ADDED VEGETABLES,POTATOES PROCESSED,201.90999999999994,131
1350,FAMILY PLANNING,FEMALE CONTRACEPTIVES,866.770000000001,131
1293,ELECTRICAL SUPPPLIES,EXTENSION CORDS,326.03999999999985,131
2737,ORGANICS FRUIT & VEGETABLES,ORGANIC TOMATOES,341.95000000000016,131
3539,SWEET GOODS & SNACKS,POTATOES RUSSET (BULK&BAG),85.37999999999998,130
2724,ORGANICS FRUIT & VEGETABLES,ORGANIC GRAPES,625.5200000000001,130
3243,SMOKED MEATS,HAMS-WHOLE BONE-IN,2727.629999999999,130
1294,ELECTRICAL SUPPPLIES,FINISHED ELECTRICAL,435.53000000000037,130
1471,FLORAL-FLOWERING PLANTS,PREMIUM FLOWERING PLANTS,1450.710000000001,130
130,AUTOMOTIVE PRODUCTS,INTERIOR/EXTERIOR CARE,602.8100000000005,129
493,BROOMS AND MOPS,VAC BAGS/ACC,406.9600000000005,129
2250,KITCHEN GADGETS,BASIC OPENSTOCK,174.20999999999998,128
1566,FROZEN,FROZEN BURGERS,392.3200000000005,128
2411,MAGAZINE,MUSIC-MAGAZINE,566.6700000000005,127
3112,SALADS/DIPS,SAL:OLIVES/PICKLS-PRPCK,288.96,126
1609,FROZEN MEAT,FROZEN PACKAGE MEAT,517.0600000000004,126
783,CHRISTMAS  SEASONAL,MISC. SEASONAL ITEMS,203.64999999999992,126
2274,LAMB,CHUCK/SHOULDER,359.27,126
2065,HOSIERY/SOCKS,LADIES SHEER HOSIERY,244.02999999999997,126
1905,HARDWARE SUPPLIES,CLOSET ORGNZRS: HNGRS/STORER,110.84999999999998,125
2791,PERSONAL CARE APPLIANCES,HAIR DRYERS STYLERS SETTER,1649.3000000000006,125
3682,TURKEY,TURKEY DRUMS,383.11,125
2218,J-HOOKS,JHOOK - MISC,404.90000000000055,125
3610,TOYS AND GAMES,GREAT GIFTS,413.0800000000006,125
741,CHIPS&SNACKS,GOURMET CHIPS (TERRA),397.2900000000004,125
2883,PORK,FRESH,305.55999999999995,124
3161,SEAFOOD - SHELF STABLE,MACKEREL,115.80000000000003,124
1621,FROZEN MEAT,PORK-FULLY COOKED,521.0900000000005,124
892,CONDIMENTS,SALSA/DIPS,418.92000000000064,123
2506,MEAT - MISC,SAUCE MIXES GRAVY MIXES DRY,191.67000000000002,123
2518,MEAT - SHELF STABLE,CORN BEEF,213.53999999999985,123
347,BEEF,CORNED BEEF,1088.7400000000002,123
3522,STONE FRUIT,PLUOTS,231.07000000000002,123
622,CANNED JUICES,PROCESSED OTHER,96.48000000000015,122
883,CONDIMENTS,DRESSINGS,362.54000000000025,122
2531,MEAT - SHELF STABLE,TAMALES (STOCKED N/CANNED MEAT,191.6100000000001,122
3359,SPICES & EXTRACTS,SALT SUBSTITUTES,204.3200000000001,122
2327,LAXATIVES,HEMORRHOIDAL,728.6700000000004,122
1977,HISPANIC,AUTHENTIC VEGETABLES AND FOODS,298.69,121
386,BEEF,VARIETY MEAT - CUBE/STW/STRP,346.22999999999996,121
466,BREAKFAST SWEETS,SW GDS: MUFFINS,455.6500000000005,121
618,CANNED JUICES,ORANGE JUICE  (OVER 50% JUICE),338.98,121
654,CEREAL/BREAKFAST,BREAKFAST BARS/TARTS/SCONES,367.15999999999985,120
649,CAT LITTER,ALTERNATIVE LITTER,755.3100000000003,120
3037,REFRIGERATED,MISCELLANEOUS,209.41000000000005,120
794,CHRISTMAS  SEASONAL,SEASONAL CANDY BAGS-CHOCOLATE,49.16999999999999,120
3001,PWDR/CRYSTL DRNK MX,BREAKFAST CRYSTALS,361.1199999999999,119
2420,MAGAZINE,SPORTS-PARTICIPATORY-MAGAZINE,623.5000000000008,119
780,CHRISTMAS  SEASONAL,MINI ORNAMENTS,100.61,119
403,BEVERAGE,CAN/BTL BEVERAGE,290.08000000000015,118
3556,TEAS,SOFT DRINK POWDER POUCHES,361.70000000000016,117
1789,GREETING CARDS/WRAP/PARTY SPLY,GIFT-WRAP SEASONAL,332.2000000000004,117
1626,FROZEN MEAT,SEASONED POULTRY,316.9199999999999,117
867,COLD AND FLU,LIPCARE MEDICATED,636.8000000000002,116
1873,HALLOWEEN,TREAT CARRIERS,145.45999999999998,116
32,ANALGESICS,STIMULANTS,270.10999999999984,116
3337,SOUP,CUPS,195.7700000000001,116
871,COLD AND FLU,SINUS AND ALLERGY,676.99,115
1945,HEAT/SERVE,FRZN BREADED PREPARED CHICK,457.1800000000003,115
380,BEEF,SEASONED BEEF,647.4699999999999,115
1169,DOMESTIC GOODS,BEDDING ACCESSORIES,524.99,113
150,BABY HBC,BABY POWDERS,273.87,113
1329,EYE AND EAR CARE PRODUCTS,RIGID GAS PERMEABLE,424.83000000000055,113
1523,FLORAL-FRESH CUT,MUMS,563.3100000000004,113
1041,CRACKERS/MISC BKD FD,SNACK CAKE - MULTI PACK,124.35000000000002,113
1270,EASTER,EASTER FILL EGGS,139.59999999999997,112
1582,FROZEN - BOXED(GROCERY),FRZN BRD OTHER,486.3400000000005,112
1959,HERBS,HERBS BASIL,232.65000000000012,111
56,APPAREL,MENS ACTIVEWEAR ADIDAS,521.6600000000003,111
2703,ORAL HYGIENE PRODUCTS,MOUTH SORE MEDICATED,603.6799999999998,111
3287,SNKS/CKYS/CRKR/CNDY,RAISINS,307.3900000000002,111
1390,FIREWORKS,NOVELTY FIREWORKS,332.2000000000001,111
1655,FRUIT - SHELF STABLE,CHERRIES (EXCEPT MARASCHINO),200.41000000000005,111
2486,MEAT - MISC,FRZN BREADED PREPARED CHICK,140.73,111
1975,HISPANIC,AUTHENTIC SOUPS BOUILLONS,181.77999999999997,110
976,COOKWARE & BAKEWARE,COOKWARE,1548.7200000000003,110
444,BREAD,MEXICAN SOFT TORTILLAS AND WRA,376.89999999999975,110
1584,FROZEN - BOXED(GROCERY),FRZN BRD WHOLE FILLETS,456.61000000000024,110
2748,PACKAGED NATURAL SNACKS,NUTS,303.2900000000003,109
944,COOKIES,COOKIES: GOURMET,360.72000000000014,109
114,AUDIO/VIDEO PRODUCTS,SPHE 9.99,1077.9900000000007,109
3791,VEGETABLES - SHELF STABLE,SALADS CND (BEAN POTATO),144.53,108
6,ADULT INCONTINENCE,ADULT INCONTINENCE PADS,688.6400000000003,108
1142,DOG FOODS,CAN DOG FOOD RATION (TRIX/VETS,335.86,108
2421,MAGAZINE,SPORTS-SPECTATOR-MAGAZINE,650.5900000000006,108
1618,FROZEN MEAT,FRZN SS PREMIUM ENTREES/DNRS/T,418.57000000000033,108
2732,ORGANICS FRUIT & VEGETABLES,ORGANIC POTATOES,301.0900000000002,107
2550,MISC WINE,DESSERTS & VERMOUTH,603.7400000000007,106
351,BEEF,FLNK/PLT/SHNK - STK/CHP/SLC,123.47000000000001,106
1269,EASTER,EASTER EGG COLORING,202.9400000000002,106
477,BROOMS AND MOPS,BROOMS: PLSTC/NATRL & PATIO,738.6900000000007,105
2861,PLASTIC HOUSEWARES,SINK ACCESSORIES,346.03999999999985,105
2415,MAGAZINE,REGIONAL-MAGAZINE,508.73999999999927,105
308,BATH,MISC. BATH PRODUCTS,349.71000000000015,105
2558,MISC. DAIRY,MEXICAN SOFT TORTILLAS AND WRA,276.4399999999999,104
3686,TURKEY,TURKEY WINGS,402.5500000000001,103
3041,REFRIGERATED,SOUR CREAM/COTTAGE CHEESE,345.71000000000015,103
627,CANNED JUICES,SOFT DRINK POWDER POUCHES,451.27000000000055,103
1581,FROZEN,VEGETARIAN MEATS,286.94,103
3131,SEAFOOD - FROZEN,FRZN MISC SEAFOOD,332.88000000000017,103
3185,SERVICE BEVERAGE,SV BEV: BEV/JUIC 10-50% JCE,106.25000000000013,102
1612,FROZEN MEAT,FRZN BREAKFAST ENTREES/SANDWIC,538.6100000000006,102
2835,PIES,PIES: TARTS/MINIS/CRSTDAS,185.98000000000002,102
2590,MUSHROOMS,MUSHROOMS WHITE BULK,124.06000000000003,102
2462,MAKEUP AND TREATMENT,MISC. FIRST AID PRODUCTS,182.99,101
160,BABY HBC,MISC. BABY PRODUCTS,427.0100000000001,101
3036,REFRIGERATED,KEFIR,310.75999999999993,101
2169,INSECTICIDES,PERSONAL REPELLANTS,422.6500000000003,100
2416,MAGAZINE,ROMANCE-MAGAZINE,429.00000000000057,100
2570,MISCELLANEOUS,CHEESE,229.19999999999982,100
845,COFFEE FILTERS,WATER FILTER,1495.7800000000007,99
3288,SNKS/CKYS/CRKR/CNDY,SPECIALTY CHIPS (SOY CRISPS/PI,220.02,99
995,COSMETIC ACCESSORIES,COLOR SETS,751.1300000000006,99
1919,HARDWARE SUPPLIES,MISC REPAIR,198.42999999999998,99
2216,J-HOOKS,JHOOK - HOUSEHOLD,325.41000000000014,99
540,CANDY - CHECKLANE,MISC CHECKLANE CANDY,71.02,98
1397,FIRST AID PRODUCTS,HOT/COLD COMPRESS PACKS,650.5900000000006,98
2219,J-HOOKS,JHOOK - PERSONAL CARE,236.4300000000002,97
2284,LAMB,THIN MEATS,336.64,97
2273,KITCHEN GADGETS,UNBREAKABLE TABLETOP,61.40000000000001,97
281,BAKING NEEDS,SEAFOOD-MISC-BREADERS/BTR MIX,226.79000000000013,97
1803,GREETING CARDS/WRAP/PARTY SPLY,SPECIAL SEASONAL,144.47000000000003,97
3430,SPRING/SUMMER SEASONAL,MISCELLANEOUS CANDY (INCLUDING,47.350000000000016,96
2436,MAKEUP AND TREATMENT,BONNE BELL,311.69999999999976,96
3330,SOUP,ASCEPTIC,280.7100000000001,96
2868,PNT BTR/JELLY/JAMS,APPLE BUTTER,142.43999999999988,96
2972,PREPARED/PKGD FOODS,SAUCES,273.1500000000001,96
709,CHICKEN,COOKED,454.5800000000002,96
2989,PROCESSED,PACKAGED MIX,116.56999999999996,95
3326,SOFT DRINKS,TEA BOTTLES WITH SWEETENER/SUG,320.31999999999977,95
1903,HARDWARE SUPPLIES,CLOSET ACCESSORIES,290.0000000000001,94
1509,FLORAL-FRESH CUT,CRAZY DAISIES,632.4000000000007,93
413,BIRD SEED,SPECIALTY WILD BIRD/SUET,139.27999999999997,93
2460,MAKEUP AND TREATMENT,MISC BUDGET COSMETICS,261.40000000000003,92
568,CANDY - PACKAGED,DIET CNTRL BARS NUTRITIONAL,205.63000000000005,92
1073,DELI SPECIALTIES (RETAIL PK),DL SPEC: SAUCES/SLD DRESSINGS,194.50000000000014,92
1579,FROZEN,FRZN MEAT ALTERNATIVES,333.91000000000025,92
1564,FROZEN,FROZEN BREAD,372.06000000000034,91
1394,FIRST AID PRODUCTS,FIRSTAID TAPES/COTTON/GLOVES,382.5000000000001,91
3714,UNKNOWN,POTTING SOILS,86.5,91
656,CEREAL/BREAKFAST,CEREAL - HOT,270.50999999999993,91
2969,PREPARED/PKGD FOODS,MISC CND MEATS,321.4899999999999,91
1966,HERBS,SPICES & SEASONINGS,319.78000000000026,91
3694,UNKNOWN,APPLES WEDGE/SLICES,222.7400000000001,90
1883,HAND/BODY/FACIAL PRODUCTS,HAND/BODY/FACIAL (MEDICATED),469.5100000000006,90
1301,ELECTRICAL SUPPPLIES,NIGHT LIGHTS,399.00000000000045,90
2906,PORK,SMOKED CHOPS BONE-IN,582.7000000000004,90
1854,HALLOWEEN,LIGHTS/ELECTRICS,821.1400000000006,90
3859,WATER - CARBONATED/FLVRD DRINK,JUICE (100% JUICE),104.19,89
2402,MAGAZINE,HOME DECOR-MAGAZINE,521.1900000000002,89
1407,FIRST AID PRODUCTS,THERMOMETERS PROBE COVERS,500.63000000000045,87
1530,FLORAL-FRESH CUT,SELECT 6-9 STEMS,721.1800000000005,87
1589,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD WHOLE FILLETS,369.1900000000002,87
2894,PORK,LOIN - WH/HALF BONELESS,988.7300000000001,87
2540,MELONS,WATERMELON W/SEEDS WHOLE,376.98000000000025,87
1668,FRZN BREAKFAST FOODS,FRZN NON-DAIRY CREAMERS,108.36,87
3484,STATIONERY & SCHOOL SUPPLIES,FILING SUPPLIES,279.05000000000007,86
1726,GARDEN CENTER,PANSIES,629.9300000000003,86
1172,DOMESTIC GOODS,CANDY BARS (SINGLES)(INCLUDING,28.63,85
805,CHRISTMAS  SEASONAL,WREATHS/TINSEL/GARLAND,167.95,85
3186,SERVICE BEVERAGE,SV BEV: BEV/JUICE 50-100% JUIC,96.79000000000008,85
2408,MAGAZINE,MENS-MAGAZINE,403.72000000000037,85
515,CANDLES/ACCESSORIES,CAKES: CNDLES/RETL ACCSS,63.72000000000006,84
3423,SPRING/SUMMER SEASONAL,INFLATABLES,319.71000000000015,84
3063,ROLLS,DINNER ROLLS,177.27000000000004,84
757,CHRISTMAS  SEASONAL,BOXED ORNAMENTS,127.22000000000001,84
3509,STATIONERY & SCHOOL SUPPLIES,SOCIAL STATIONERY,197.69000000000005,83
948,COOKIES,COOKIES: PARTY,267.9000000000001,83
778,CHRISTMAS  SEASONAL,INDIVIDUAL ORNAMENTS,281.6900000000001,83
2029,HOME FREEZING & CANNING SUPPLY,CANNING SPICESSALSAPICKLING,190.54000000000005,82
3278,SNKS/CKYS/CRKR/CNDY,BABY CRACKERS,245.21999999999977,82
303,BATH,FRAGRANCED BATH PRODUCTS,279.3200000000001,82
520,CANDLES/ACCESSORIES,CONTINUITY,229.01000000000005,82
513,CAKES,PIES: TARTS/MINIS/CRSTDAS,744.9400000000005,82
3261,SMOKING CESSATIONS,SMOKING CESSATION,3030.6699999999955,81
1844,HALLOWEEN,COSTUME ACCESSORIES,226.58000000000015,81
637,CANNED MILK,NON FAT DRY MILK,290.39000000000004,81
3676,TURKEY,SAUSAGE,191.51000000000008,81
1290,ELECTRICAL SUPPPLIES,COMPACT FLUORESCENT LIGHT BULB,485.3600000000003,81
1272,EASTER,EASTER PLUSH,375.1300000000003,81
2246,JUICE,TEA SWEETENED,87.32999999999998,80
1502,FLORAL-FRESH CUT,BUNCHES 2-4 STEM (OTHER),309.4900000000002,80
1072,DELI SPECIALTIES (RETAIL PK),DL SPEC: MUST/OILS/VINEGARS,188.1199999999999,80
544,CANDY - CHECKLANE,SEASONAL CANDY BOX-CHOCOLATE W,37.16,80
193,BAG SNACKS,SNACK MIX,109.25999999999996,80
1456,FLORAL-ACCESSORIES,ENHANCEMENTS & POTCOVERS,458.41000000000025,80
1326,EYE AND EAR CARE PRODUCTS,EAR CARE,323.3100000000002,80
2751,PACKAGED NATURAL SNACKS,TRAIL MIXES,169.55000000000004,80
2898,PORK,OFFALS,452.7999999999998,79
3604,TOYS AND GAMES,FASHION PLAY,475.3100000000004,79
22,ANALGESICS,COLD AND FLU - DXM,315.71000000000026,79
3342,SOUP,MISC,169.47000000000003,79
2359,LIQUOR,TRADITIONAL RUM (42 UNDER PROO,389.8100000000003,79
2895,PORK,MARINATED,337.85,79
252,BAKING MIXES,MICROWAVE MIXES: ALL OTHER,143.72,79
3517,STONE FRUIT,NECTARINES WHITE FLESH,196.53,79
2243,JUICE,NON-CARB JCE (UNDER 50%JCE),95.27000000000001,78
3249,SMOKED MEATS,MISCELLANEOUS,504.03000000000003,78
517,CANDLES/ACCESSORIES,CANDLES ACCESSORIES,205.71000000000006,78
844,COFFEE FILTERS,THERMOS,367.7500000000003,78
2882,PORK,EXTERNAL FRESH,307.85000000000014,78
3471,STATIONERY & SCHOOL SUPPLIES,CARD GAMES,266.90000000000015,78
1528,FLORAL-FRESH CUT,ROSE BOUQUET,602.7300000000005,78
1039,CRACKERS/MISC BKD FD,MULTI-PACK COOKIES,299.03000000000014,77
3027,REFRIGERATED,BUTTER,312.87000000000006,77
492,BROOMS AND MOPS,TREATED CLEANING CLOTHS,145.33999999999997,77
1664,FRUIT - SHELF STABLE,PLUMS,72.16000000000004,77
2897,PORK,MISC SALES TRANS,674.4999999999999,77
2394,MAGAZINE,CRAFTS/SEWING-MAGAZINE,451.9200000000003,76
1532,FLORAL-FRESH CUT,STANDARD 10-15 STEMS,720.2700000000004,76
3277,SNACKS,SPECIALTY CRACKERS,191.76000000000005,75
3704,UNKNOWN,ORGANIC APPLES,177.03000000000006,75
2477,MAKEUP AND TREATMENT,WET N WILD,134.64999999999992,75
2803,PET CARE SUPPLIES,DOMESTIC BIRD FOOD/NEEDS,220.86999999999998,75
83,APPLES,MIXED FRUIT BAGS,302.96000000000004,75
3466,STATIONERY & SCHOOL SUPPLIES,ART SUPPLIES,273.3300000000001,75
3530,SUNTAN,SUNLESS PRODUCTS,486.53000000000014,75
1534,FLORAL-FRESH CUT,TULIPS,402.0100000000002,75
2778,PEARS,PEARS ASIAN,201.03000000000003,75
1271,EASTER,EASTER GIFTWARE/DECOR,307.2100000000002,75
3133,SEAFOOD - FROZEN,SEAFOOD-FRE-LIVE SHLFSH-OTHER,374.97,74
2256,KITCHEN GADGETS,DECOR,84.9,73
823,COFFEE,DECAF BEAN: REGULAR,384.67000000000024,73
1154,DOLLAR VALUE PRODUCTS,BOXED GLASSWARE,71.23,73
851,COFFEE SHOP,SV BEV: COFFEE TAKE OUT,169.50000000000009,73
2559,MISC. DAIRY,MISC BAG SNACKS,130.67000000000013,73
24,ANALGESICS,HOT/COLD COMPRESS PACKS,455.2400000000004,73
126,AUTOMOTIVE PRODUCTS,FALL & WINTER SEASONAL,121.90999999999988,73
1554,FRAGRANCES,DESIGNER FRAGRANCES,2133.0599999999995,73
30,ANALGESICS,SINUS AND ALLERGY,252.9000000000001,72
610,CANNED JUICES,JUICE (100% JUICE),79.21,72
2163,INSECTICIDES,AREA REPELLANTS,438.83000000000027,72
3568,TOBACCO OTHER,SMOKING TOBACCO,365.6900000000001,72
588,CANDY - PACKAGED,SEASONAL CANDY BOX-CHOCOLATE W,248.36000000000013,71
2571,MISCELLANEOUS,FROZEN PACKAGE MEAT,523.2900000000002,71
2310,LAWN AND GARDEN SHOP,MISC. LAWN & GARDEN,590.4300000000002,71
1571,FROZEN,FROZEN ICE CREAM,222.56000000000006,71
3455,SPRING/SUMMER SEASONAL,SWIN/TOYS,444.2800000000003,70
1091,DEODORANTS,ROLL-ON DEODORANTS,209.39000000000001,70
2388,MAGAZINE,BRIDAL-MAGAZINE,421.46000000000015,70
1088,DEODORANTS,MISC. DEODORANTS,155.3099999999999,69
1857,HALLOWEEN,MASKS,226.14000000000007,69
2744,PACKAGED NATURAL SNACKS,CANDY,302.81000000000006,69
2,(CORP USE ONLY),SELECT BEEF,247.3,69
2807,PET CARE SUPPLIES,MISC. PET SUPPLIES,572.4600000000002,69
2928,PREPAID WIRELESS&ACCESSORIES,MISC CARRIER,2239.549999999999,69
1605,FROZEN MEAT,BURRITOS,218.78000000000023,69
39,APPAREL,ALL UNDERWEAR,437.31000000000023,68
1493,FLORAL-FOLIAGE PLANTS,PREMIUM FOLIAGE PLANTS,636.3400000000004,68
3619,TOYS AND GAMES,MALE ACTION,466.4200000000004,68
2699,ORAL HYGIENE PRODUCTS,MISC ORAL HYGN MEDICATED (DESE,431.5600000000004,68
1747,GLASSES/VISION AIDS,READING GLASSES,707.5600000000003,68
1525,FLORAL-FRESH CUT,PREMIUM 16-24 STEMS,673.8600000000004,68
41,APPAREL,CONTINUITY: FRAMES,63.0,68
2487,MEAT - MISC,FRZN HASHBROWN POTATOES,178.82000000000008,68
1772,GLASSWARE & DINNERWARE,SEASONAL,189.31,67
2763,PAPER TOWELS,PAPER NAPKINS,129.19000000000008,67
1240,DRY BN/VEG/POTATO/RICE,VARIETY BEANS - KIDNEY PINTO,73.03000000000009,67
2510,MEAT - MISC,SPICES/SEASONING,112.72999999999996,67
2372,LUNCHMEAT,HAM - STEAKS/SLICES/CUBES,233.3299999999999,67
459,BREAKFAST SAUSAGE/SANDWICHES,SAUSAGE,139.95,67
633,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (50%,182.49000000000004,67
2108,HOUSEHOLD CLEANG NEEDS,METAL POLISH&RUST REMOVERS,250.13000000000014,67
3284,SNKS/CKYS/CRKR/CNDY,DIET CNTRL BARS NUTRITIONAL,93.35,66
1153,DOG FOODS,SEMI MOIST DOG FOOD,320.60999999999996,66
2965,PREPARED/PKGD FOODS,GRAINS,159.50000000000003,66
2399,MAGAZINE,GARDEN-MAGAZINE,356.4100000000002,66
2393,MAGAZINE,COMPUTING-MAGAZINE,512.2700000000003,66
511,CAKES,CAKES:BIRTHDAY/CELEBRATION LAY,624.7300000000004,66
