,COMMODITY_DESC,SUB_COMMODITY_DESC,SALES_VALUE,QUANTITY
3183,SEASONAL,SEASONAL OTHER,148.63,38
3506,STATIONERY & SCHOOL SUPPLIES,SEASONAL PRESHCOOL,75.44000000000001,38
1513,FLORAL-FRESH CUT,EVERYDAY MEDIUM,542.1000000000001,38
1527,FLORAL-FRESH CUT,RHAPSODY,725.98,38
2731,ORGANICS FRUIT & VEGETABLES,ORGANIC PEPPERS ALL,88.84999999999998,38
3548,SYRUPS/TOPPINGS,CHOCOLATE SYRUP,87.45,38
530,CANDY - CHECKLANE,CANDY & BREATH MINTS (PKGD) (N,48.92,38
1023,COUPON/MISC ITEMS,MASTERCARD GIFT CARD,1817.1200000000001,38
914,CONDIMENTS/SAUCES,SANDWICH SAUCE HORSERADISH SA,74.10000000000001,38
2967,PREPARED/PKGD FOODS,MEAT - CAN/POUCH,174.92,38
1575,FROZEN,FROZEN MISC,101.89,38
1996,HISPANIC,MEDITERRANEAN/GREEK FOODS,151.02999999999997,37
752,CHRISTMAS  SEASONAL,ARTIFICIAL TREES,700.9400000000002,37
3460,SPRING/SUMMER SEASONAL,UNBREAKABLE TABLETOP,11.44,37
3454,SPRING/SUMMER SEASONAL,SWIM/SPA POOLS,233.6300000000001,37
1682,FRZN MEAT/MEAT DINNERS,FRZN BURGERS/BBQ/MEATBALL,205.52999999999997,37
3755,VEAL,RIBS,154.84000000000003,37
494,BROOMS AND MOPS,VACUUM BAGS,95.12999999999997,37
346,BEEF,COOKED,255.32000000000005,37
909,CONDIMENTS/SAUCES,ORIENTAL OTHER SAUCES MARINAD,67.54999999999997,37
3549,SYRUPS/TOPPINGS,HOT CHOCOLATE COCOA MIX,74.53,37
3233,SMOKED MEATS,HAM - BONELESS WHOLE,282.5300000000001,37
629,CANNED JUICES,SV BEV: BEV/JUIC 10-50% JCE,39.23000000000002,37
2867,PLASTIC HOUSEWARES,WIRE,97.12999999999998,37
1198,DOMESTIC GOODS,PROMO,157.42000000000002,37
235,BAKERY PARTY TRAYS,SUPER PREMIUM PINTS,147.63,37
2834,PIES,PIES: SUGAR FREE,205.66000000000008,37
1192,DOMESTIC GOODS,MISCELLANEOUS CANDY (INCLUDING,13.529999999999998,37
2190,IRONING AND CHEMICALS,SEWING NOTIONS,94.13,37
681,CHEESE,NATURAL CHEESE RANDOM WT,115.87,37
1885,HAND/BODY/FACIAL PRODUCTS,MENS SKIN CARE/COLOGNE,192.54000000000008,36
2131,IN-STORE PHOTOFINISHING,KODAK COPY PRINT STATION,192.64000000000001,36
3512,STATIONERY & SCHOOL SUPPLIES,THERMOS,174.20000000000002,36
1720,GARDEN CENTER,FLOWER SEEDS,68.13999999999999,36
2017,HISPANIC,PICKLD VEG PEPPERS ETC,73.80000000000001,36
1274,EASTER,GRASS/SHRED,25.419999999999998,36
1266,EASTER,CANDLES SEASONAL,148.38999999999996,36
1896,HARDWARE SUPPLIES,APPLICATORS,73.46000000000002,36
2723,ORGANICS FRUIT & VEGETABLES,ORGANIC DRIED FRUIT,96.37999999999998,36
715,CHICKEN,KABOBS POULTRY,202.60999999999999,36
389,BEEF,WHOLE HENS (UNDER 15LBS),144.92,36
3258,SMOKED MEATS,TURKEY DRUMS,168.78,36
1101,DIETARY AID PRODUCTS,DIET CNTRL POWDERS NUTRITIONAL,252.75000000000006,36
472,BREAKFAST SWEETS,SW GDS:SW ROLLS/DAN-LESS THN 6,61.18000000000001,36
473,BROCCOLI/CAULIFLOWER,BROCCO-FLOWER,75.63999999999999,36
798,CHRISTMAS  SEASONAL,SOCIAL STATIONERY,99.42,36
1292,ELECTRICAL SUPPPLIES,DIY ELECTRICAL,192.74000000000004,36
2848,PLASTIC HOUSEWARES,GLASS FOOD STORAGE,203.15999999999997,36
3255,SMOKED MEATS,SMOKED CHOPS BONELESS,194.1500000000001,35
759,CHRISTMAS  SEASONAL,CANDLES SEASONAL,133.83999999999997,35
2400,MAGAZINE,GUNS-MAGAZINE,173.49000000000004,35
3738,VALUE ADDED FRUIT,FRUIT PARTY TRAY,496.3100000000002,35
1815,HAIR CARE ACCESSORIES,HAIR ROLLERS,152.91,35
1888,HAND/BODY/FACIAL PRODUCTS,MISC. FACIAL PRODUCTS,248.08000000000004,35
1791,GREETING CARDS/WRAP/PARTY SPLY,JHOOK - HOUSEWARE,36.04999999999999,35
1713,FRZN VEGETABLE/VEG DSH,SNACKS/APPETIZERS,107.74000000000001,35
1239,DRY BN/VEG/POTATO/RICE,SPANISH RICE (CANNED ONLY),45.149999999999984,35
3435,SPRING/SUMMER SEASONAL,OUTDOOR ROLL-UP BLINDS,1276.8300000000002,35
3510,STATIONERY & SCHOOL SUPPLIES,TAPE,120.74999999999996,35
2391,MAGAZINE,CHILDREN-MAGAZINE,150.67999999999998,35
2654,NO COMMODITY DESCRIPTION,STRAWBERRIES,73.05,35
1019,COUPON/MISC ITEMS,ELECTRONIC GIFT CARDS REFRESH,2701.4,35
1044,CRACKERS/MISC BKD FD,SNACKS: DRY,52.06000000000001,35
1810,HAIR CARE ACCESSORIES,GRASS/SHRED,26.22,35
2499,MEAT - MISC,MISCELLANEOUS,158.76000000000002,34
927,CONTINUITIES,FASHION SLG,169.66000000000005,34
956,COOKIES/CONES,CHEESE CRACKERS (CHEEZ-ITS/GOL,162.23000000000005,34
1899,HARDWARE SUPPLIES,BUILDERS HARDWARE,75.55,34
2352,LIQUOR,SCHNAPPS,353.33000000000015,34
1432,FLORAL- HARD GOODS,DRIED FLOWERS,67.62,34
3148,SEAFOOD - MISC,DRESSINGS,83.02,33
3766,VEGETABLES - ALL OTHERS,ONIONS YELLOW (BULK&BAG),32.09,33
1922,HARDWARE SUPPLIES,PANTRY,97.55,33
1742,GARDEN CENTER,WREATHS,435.68000000000006,33
1991,HISPANIC,HISPANIC JUICES OVER 50% JUICE,55.96999999999999,33
567,CANDY - PACKAGED,CONTINUITY,425.4700000000001,33
787,CHRISTMAS  SEASONAL,OUTDOOR,528.6800000000001,33
2822,PICKLE/RELISH/PKLD VEG,ITALIAN FOODS,75.38000000000002,33
3416,SPRING/SUMMER SEASONAL,GADGETS/TOOLS,102.97999999999996,33
105,AUDIO/VIDEO PRODUCTS,MINI DISC,222.82999999999998,33
3711,UNKNOWN,PINEAPPLE WEDGE/SLICED/CHUNKS,131.66999999999996,33
3153,SEAFOOD - MISC,SEAFOOD-FRE-NON RW-ALL,99.17999999999999,33
3475,STATIONERY & SCHOOL SUPPLIES,CRAFT BASICS,117.77999999999994,33
2879,PORK,COOKED,185.03000000000003,33
978,COOKWARE & BAKEWARE,GADGETS/TOOLS,95.74000000000001,33
47,APPAREL,FM-MLB,548.4300000000002,33
3650,TOYS AND GAMES,WATER GUNS,202.14999999999998,32
2405,MAGAZINE,HUNTING&FISHING-MAGAZINE,156.35999999999996,32
2973,PREPARED/PKGD FOODS,TOFU,44.18000000000001,32
1077,DELI SPECIALTIES (RETAIL PK),SAL:SALSA/DPS-PRPCK,18.88,32
3546,SWEET GOODS & SNACKS,SWEET GOODS: CANDY,139.26999999999998,32
422,BOOKSTORE,CALENDAR,245.4700000000001,32
289,BATH,BATH & BODY THERAPIES,93.58,32
3046,REFRIGERATED,VEGETARIAN MISC,71.83000000000003,32
716,CHICKEN,MARINATED,75.44,32
624,CANNED JUICES,SFT DRNK 2 LITER BTL CARB INCL,37.93,32
2938,PREPARED FOOD,NON-MEATS - OTHER,109.82,31
2864,PLASTIC HOUSEWARES,WASTECANS,101.30999999999997,31
367,BEEF,MISC SALES TRANS,124.91,31
550,CANDY - PACKAGED,BULK CANDY,75.36,31
2913,PORTABLE ELECTRIC APPLIANCES,BLEND/MIX,336.37000000000006,31
2727,ORGANICS FRUIT & VEGETABLES,ORGANIC MUSHROOMS,89.62999999999998,31
1941,HEAT/SERVE,CHICKEN BREAST BONE IN,134.78999999999996,31
1685,FRZN MEAT/MEAT DINNERS,FRZN REGIONAL/OTHER,70.99000000000001,31
2313,LAWN AND GARDEN SHOP,PLANTERS,208.46,31
3158,SEAFOOD - MISC,SEAFOOD-MISC-SPICES,60.25999999999999,30
1368,FEMININE HYGIENE,FEM. HYGN. DEODORANTS,101.96,30
1867,HALLOWEEN,SEASONAL,53.98000000000001,30
53,APPAREL,LADIES SANDALS,150.60000000000002,30
1508,FLORAL-FRESH CUT,CORSAGES/BOUTONNIERES,196.11999999999998,30
3625,TOYS AND GAMES,OTHER PRESCHOOL,211.02,30
2934,PREPARED FOOD,HOLDIAY DINNER (COLD),1336.91,30
2945,PREPARED FOOD,PREP FD: ORIENTAL (COLD),69.31,30
710,CHICKEN,CORNISH HEN,104.44,29
1969,HISPANIC,AUTHENTIC DRY BEVERAGES W/SWEE,70.4,29
3729,VALENTINE,SEASONAL,48.03000000000001,29
3247,SMOKED MEATS,MARINATED PORK,175.44000000000003,29
1758,GLASSWARE & DINNERWARE,BULK GLASSWARE,71.8,29
1608,FROZEN MEAT,FROZEN MEAT,136.51,29
3410,SPRING/SUMMER SEASONAL,FANS,394.99000000000007,29
3563,TOBACCO OTHER,CHEWING TOBACCO,95.11000000000001,29
2079,HOSIERY/SOCKS,WOMENS/GIRLS HOSIERY,61.039999999999985,29
2568,MISC. DAIRY,SALADS,14.91,29
2580,MISCELLANEOUS HBC,MISCELLANEOUS H & B AIDS,83.82,29
1819,HAIR CARE PRODUCTS,BABY SOAPS,76.23999999999998,29
2768,PARTY TRAYS,DELI TRAY:SANDWICHES,591.4100000000002,29
3080,RW FRESH PROCESSED MEAT,BACON - BELLY/JOWL,46.44000000000001,29
2618,NO COMMODITY DESCRIPTION,BEERALEMALT LIQUORS,101.31,29
1423,FLORAL BALLOONS,BALLOONS 18IN PKG LICENSED,86.70999999999998,29
1248,DRY MIX DESSERTS,TOPPING MIXES WHIP TOPPING,71.02999999999999,28
1279,EASTER,SEASONAL,65.77000000000001,28
2503,MEAT - MISC,REFRIGERATED PASTA SAUCE,82.29,28
2534,MEAT SUPPLIES,SEAFOOD-FRE-MISC,201.95000000000002,28
240,BAKING,MISC,108.55999999999995,28
3635,TOYS AND GAMES,PUZZLES,91.7,28
1505,FLORAL-FRESH CUT,CARNATIONS,133.73999999999998,28
2781,PEARS,PEARS OTHER,58.59999999999999,28
758,CHRISTMAS  SEASONAL,CANDLES,198.23999999999998,28
2735,ORGANICS FRUIT & VEGETABLES,ORGANIC SQUASH,69.7,28
258,BAKING MIXES,SEAFOOD-MISC-SAUCES/MARIN-DRY,30.989999999999995,28
1946,HEAT/SERVE,FRZN BREAKFAST ENTREES/SANDWIC,94.32000000000004,28
1069,DELI MEATS,MEAT:LNCHMT PPK/PRSLC,33.57,28
3804,VITAMINS,CONTINUITY,28.0,28
3137,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD-OTHER,136.3,28
2829,PICKLE/RELISH/PKLD VEG,SAL:OLIVES/PICKLS-PRPCK,33.32000000000001,28
3700,UNKNOWN,GARLIC JAR,47.930000000000014,27
1483,FLORAL-FOLIAGE PLANTS,FOLIAGE HANGING BASKETS,228.28000000000003,27
721,CHICKEN,STUFFED/MIXED POULTRY,112.57,27
2929,PREPAID WIRELESS&ACCESSORIES,MMK DOWNLOAD,464.4,27
774,CHRISTMAS  SEASONAL,GIFT TAGS,35.97999999999999,27
3099,SALADS/DIPS,MISC: HERRING PICKLES HORSER,26.629999999999992,27
3348,SPICES & EXTRACTS,COOKING BAGS WITH SPICES/SEASO,43.429999999999986,27
1967,HISPANIC,AUTHENTIC ASIAN FOODS,84.09000000000003,27
2613,NEW AGE,TEA BOTTLES WITH SWEETENER/SUG,145.73,27
3672,TURKEY,MARINATED POULTRY,316.38999999999993,27
1449,FLORAL- HARD GOODS,SBT,238.76000000000008,27
3690,TURKEY,WHOLE HEN (OVER 15LBS),683.0,27
2427,MAKEUP AND TREATMENT,ACNE MEDICATIONS,126.20999999999998,27
1048,CRACKERS/MISC BKD FD,STUFFING MIXES,63.03000000000002,27
2797,PET CARE SUPPLIES,BANDANA/SCARVES,116.83,26
2823,PICKLE/RELISH/PKLD VEG,MEXICAN PEPPERS CHILIES,26.14,26
2662,NON EDIBLE PRODUCTS,NATURAL FOODS CLEANERS,111.23999999999997,26
3136,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD WHOLE FILLETS,96.35000000000002,26
3831,WAREHOUSE SNACKS,PEPPERONI/SALAMI,75.68,26
3126,SANDWICHES,SANDWICHES - (HOT),104.36999999999999,26
2750,PACKAGED NATURAL SNACKS,PRETZELS,54.45000000000001,26
2160,INSECTICIDES,ALL CAMPING ACCESSORIES,107.53999999999999,26
1936,HARDWARE SUPPLIES,WICKER,84.93,26
368,BEEF,NATURAL,131.12,26
1586,FROZEN - BOXED(GROCERY),FRZN MISC SEAFOOD,138.35,26
1106,DIETARY AID PRODUCTS,MINTS CANDY & BREATH (NOT LIF,34.79,26
1487,FLORAL-FOLIAGE PLANTS,HERBS AND EDIBLES,95.74,26
275,BAKING NEEDS,HOT SAUCE,52.539999999999985,26
887,CONDIMENTS,KETCHUP/MUSTARD/BBQ SCE/MARINA,61.95000000000002,26
128,AUTOMOTIVE PRODUCTS,GAS CANS AND FUNNELS,48.15,26
96,AUDIO/VIDEO PRODUCTS,DVD PLAYERS,764.66,25
1511,FLORAL-FRESH CUT,DELUXE 25 STEMS & UP,335.7500000000001,25
2533,MEAT SUPPLIES,MISC SALES TRANS,71.64,25
2255,KITCHEN GADGETS,CUTTING BOARDS,141.39999999999995,25
115,AUDIO/VIDEO PRODUCTS,SPHE DVDS,429.69000000000005,25
1371,FEMININE HYGIENE,MISC FEMININE HYGIENE MEDICATE,98.36999999999996,25
2736,ORGANICS FRUIT & VEGETABLES,ORGANIC STONE FRUIT,88.59000000000002,25
1224,DRIED FRUIT,DATES,62.67,25
1189,DOMESTIC GOODS,MISC,53.989999999999995,25
2917,PORTABLE ELECTRIC APPLIANCES,GENERAL USE/MISC,588.1100000000001,25
3670,TURKEY,INTERNAL,78.75999999999999,25
62,APPAREL,MENS PAJAMAS,114.95000000000002,25
1783,GREETING CARDS/WRAP/PARTY SPLY,CANDLES,26.539999999999996,24
2212,J-HOOKS,GADGETS/TOOLS,80.56,24
310,BATH,PROMOTIONAL BATH,130.64,24
200,BAKED BREAD/BUNS/ROLLS,BREAD:ITALIAN/FRENCH,64.82000000000002,24
3156,SEAFOOD - MISC,SEAFOOD-MISC-SAUCES/MARIN-DRY,37.11999999999999,24
791,CHRISTMAS  SEASONAL,PROMO,64.78,24
2109,HOUSEHOLD CLEANG NEEDS,MISC CHEMICALS,236.06000000000006,24
1755,GLASSWARE & DINNERWARE,BASIC OPENSTOCK,93.78999999999999,24
3661,TURKEY,BREAST - BONE-IN (FRZ),280.1,24
1604,FROZEN MEAT,BROTH,67.76,24
2308,LAWN AND GARDEN SHOP,LANDSCAPE HELPERS,60.510000000000005,24
3177,SEAFOOD-FRESH,SEAFOOD-FRZ-RAW SHLFSH-OTHER,58.850000000000016,23
1833,HAIR CARE PRODUCTS,MISC. HAIR CARE,148.77000000000004,23
3653,TROPICAL FRUIT,APPLES WEDGE/SLICES,58.95,23
2663,NON EDIBLE PRODUCTS,NATURAL FOODS DISH,92.88999999999997,23
242,BAKING,PROCESSED OTHER,54.820000000000014,23
2215,J-HOOKS,JHOOK - BABY,83.27,23
1667,FRZN BREAKFAST FOODS,FRZN EGG SUBSTITUTES,44.550000000000004,23
3498,STATIONERY & SCHOOL SUPPLIES,PEG TOYS,38.87,23
1678,FRZN MEAT/MEAT DINNERS,FROZEN ENTREES,86.16999999999997,23
726,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (COLD),132.29999999999998,23
870,COLD AND FLU,PEDIATRIC ANALGESICS,111.13999999999997,23
2173,IRONING AND CHEMICALS,ACCESSORIES,81.56999999999998,23
1197,DOMESTIC GOODS,PREPARED/PKGD FOOD MISC,54.44000000000002,23
1925,HARDWARE SUPPLIES,ROPE AND CHAIN,82.86999999999999,23
2137,INFANT CARE PRODUCTS,BABY FURNITURE ACCESSORIES,145.08,23
2915,PORTABLE ELECTRIC APPLIANCES,COFFEE,304.74,23
8,ADULT INCONTINENCE,CLEANSING WIPES,99.71999999999997,23
2982,PROCESSED,GLAZED FRUITS,78.57000000000001,23
886,CONDIMENTS,JELLIES/PRESERVES/APPLE BUTTER,65.53000000000002,23
2664,NON EDIBLE PRODUCTS,NATURAL FOODS LAUNDRY,220.52000000000007,23
3535,SUSHI,SUSHI - PREPACKAGED,121.12,23
1599,FROZEN BREAD/DOUGH,FRZN SS PREMIUM ENTREES/DNRS/N,41.71999999999999,23
2493,MEAT - MISC,MEAT-MISC-SAUCES/MARIN-DRY,32.06999999999999,23
3624,TOYS AND GAMES,NERF ITEMS,96.57,23
2030,HOME FREEZING & CANNING SUPPLY,CANNING SUPPLIES/PICKLING MIX,43.919999999999995,23
1498,FLORAL-FRESH CUT,BOUQUET (NON ROSE) ALL OTYHER,518.7700000000001,23
3856,WATER - CARBONATED/FLVRD DRINK,FORTIFIED/ENERGY WATER,22.83,22
64,APPAREL,MENS SS SPT SHIRT,153.79999999999998,22
2893,PORK,LOIN - WH/HALF BONE-IN,101.08,22
790,CHRISTMAS  SEASONAL,POPCORN - OTHER,7.260000000000001,22
3246,SMOKED MEATS,MARINATED,147.09,22
3303,SOFT DRINKS,HISPANIC CARBONATED BEVERAGES,14.729999999999997,22
660,CEREAL/BREAKFAST,SPORTS NUTRITION,119.27999999999997,22
1375,FILM AND CAMERA PRODUCTS,BATTERIES,162.88000000000002,22
2468,MAKEUP AND TREATMENT,PROMOTIONAL,26.7,22
3286,SNKS/CKYS/CRKR/CNDY,MISC,69.02000000000001,22
138,AUTOMOTIVE PRODUCTS,WINDSHIELD,53.24000000000001,22
1341,FALL AND WINTER SEASONAL,DISPOSABLE FD STORAGE CONTAINR,10.75,22
1906,HARDWARE SUPPLIES,DRAIN CLEANING,122.47999999999996,22
3533,SUNTAN,SUNTAN PRODUCTS W/O SPF,145.41,22
3280,SNKS/CKYS/CRKR/CNDY,BREAKFAST BARS/TARTS/SCONES,44.87,22
169,BABYFOOD,BABY JUICES,17.380000000000003,22
365,BEEF,MARINATED,97.59000000000002,22
373,BEEF,PRIME BEEF,558.91,22
614,CANNED JUICES,KIDS MILK DRINKS-ASEPTIC,87.78,22
42,APPAREL,DECOR,42.31999999999999,21
1011,COUPON/MISC ITEMS,AMERICAN EXPRESS GIFT CARD,890.95,21
1005,COSMETIC ACCESSORIES,SMALL ACCESS COLD WEATHER,103.58999999999999,21
3362,SPICES & EXTRACTS,SEAFOOD-MISC-SPICES,79.20000000000003,21
3218,SINUS AND ALLERGY,COUGH SYRP/LOZNG-DRP/XPCTRNT,95.18999999999998,21
2792,PERSONAL CARE APPLIANCES,PERSNL APPL: FT BTH/MASSGRS,355.63000000000005,21
3257,SMOKED MEATS,SMOKED PICNICS,84.54,21
1672,FRZN JCE CONC/DRNKS,ASEPTIC PACK JUICE AND DRINKS,39.09000000000001,21
1400,FIRST AID PRODUCTS,MEDICATED FIRST AID DRESSING/C,99.72,21
3701,UNKNOWN,HANGING BASKETS (BLOOMING),251.79999999999998,20
164,BABY HBC,SHAMPOO,58.50000000000002,20
1055,DELI MEATS,MEAT: BACON,100.81999999999998,20
3733,VALENTINE,VALENTINE MISC,25.53,20
3688,TURKEY,WHOLE - TOM (16 LBS & OVER FRS,243.68,20
388,BEEF,VARIETY MEAT - INTERNAL,63.88,20
3357,SPICES & EXTRACTS,POPCORN - OTHER,47.15000000000001,20
118,AUDIO/VIDEO PRODUCTS,VHS VIDEO,256.83000000000004,20
1774,GLASSWARE & DINNERWARE,UNBREAKABLE TABLETOP,57.220000000000006,20
1568,FROZEN,FROZEN DESSERT (ICE CREAM CAKE,65.34000000000002,20
1654,FRUIT - SHELF STABLE,BERRIES CND (BLUBLKRASP),63.94000000000002,20
302,BATH,FACIAL SOAPS-SCRUBS-MASKS,27.549999999999994,20
155,BABY HBC,COLD AND FLU - DXM,109.37999999999997,20
66,APPAREL,MISC. SEASONAL ITEMS,189.58000000000004,20
3488,STATIONERY & SCHOOL SUPPLIES,INK CARTRIDGES,517.32,20
2392,MAGAZINE,COMICS,91.67,20
1349,FALL AND WINTER SEASONAL,WEATHERIZATION,214.8,20
1689,FRZN MEAT/MEAT DINNERS,PORK-FULLY COOKED,223.00000000000003,20
1412,FITNESS&DIET,DIET CNTRL POWDERS NUTRITIONAL,283.30000000000007,20
2733,ORGANICS FRUIT & VEGETABLES,ORGANIC PROCESSED,66.80000000000003,20
1263,DRY TEA/COFFEE/COCO MIX,TEA DRY,72.11,20
3614,TOYS AND GAMES,HASBRO,192.97,20
1751,GLASSES/VISION AIDS,SUNGLASSES SOLARGENICS,191.34,20
3176,SEAFOOD-FRESH,SEAFOOD-FRZ-RAW FILLETS,134.79999999999995,20
657,CEREAL/BREAKFAST,DIET CNTRL BARS NUTRITIONAL,108.83999999999999,20
771,CHRISTMAS  SEASONAL,FLAGS,10.44,20
2072,HOSIERY/SOCKS,MENS BASIC SPORT SOCKS,136.28,20
3290,SNKS/CKYS/CRKR/CNDY,SPORTS NUTRITION,18.82,20
48,APPAREL,FM-NFL,256.64000000000004,20
3228,SMOKED MEATS,EXTERNAL,65.92,20
1014,COUPON/MISC ITEMS,CENTRAL SUPPLIES,19.1,20
3537,SWEET GOODS & SNACKS,DL SPEC: JELLIES/TOPPINGS,78.32,19
2276,LAMB,LOIN,144.3,19
2240,JUICE,JUICE (100% JUICE),205.59,19
3014,REFRGRATD DOUGH PRODUCTS,REFRIGERATED PASTA,57.47,19
3231,SMOKED MEATS,HAM - BONE-IN WHOLE,137.27000000000004,19
2961,PREPARED/PKGD FOODS,APPLE SAUCE/PUDDING,42.980000000000004,19
3618,TOYS AND GAMES,LRG VEHICLE,148.76999999999998,19
421,BOOKSTORE,BARGAIN,69.92999999999999,19
1660,FRUIT - SHELF STABLE,MISC. CND FRUIT (GRAPESFIGSE,45.480000000000004,19
950,COOKIES,PARTY TRAYS: COOKIES-ROLLS,111.61999999999999,19
2179,IRONING AND CHEMICALS,CLOSET ACCESSORIES,61.110000000000014,19
1978,HISPANIC,BREAD:TORTILLAS/PITA,65.31000000000002,19
3127,SEAFOOD - FROZEN,FRZN BRD OTHER,58.780000000000015,19
1179,DOMESTIC GOODS,DOORMATS RUN RUNNERS CARPT,32.93,19
92,AUDIO/VIDEO PRODUCTS,CHRISTMAS,232.83000000000007,19
1776,GRAPES,GRAPES OTHER,40.18,19
1241,DRY MIX DESSERTS,FREEZE MIXES PWDRS/LIQUIDS,26.61,19
1385,FILM AND CAMERA PRODUCTS,PICTURE FRAMES,93.09,19
3059,ROLLS,BAGELS,47.330000000000005,19
3300,SOFT DRINKS,CARBONATED WATER - FLVRD SWEET,48.5,19
3579,TOMATOES,TOMATOES-OTHER,56.920000000000016,19
3677,TURKEY,SELECT BEEF,115.55000000000003,19
3566,TOBACCO OTHER,DECOR,55.57999999999999,19
2356,LIQUOR,TRADITIONA GIN (42 UNDER PROOF,101.31,19
3338,SOUP,DRY,54.15,19
2650,NO COMMODITY DESCRIPTION,SFT DRNK MLT-PK BTL CARB (EXCP,53.38000000000001,19
856,COFFEE SHOP SWEET GOODS&RETAIL,COFF SHOP: RETAIL PACK BEVERAG,213.15999999999997,19
3075,ROSES,ROSE ARRANGEMENTS,350.32000000000005,19
3582,TOYS AND GAMES,*BOYS/GIRLS MISC TOYS,123.54999999999998,18
1782,GREETING CARDS/WRAP/PARTY SPLY,CAKE DECORS - BIRTHDAY CANDLES,17.92,18
1814,HAIR CARE ACCESSORIES,HAIR NETS AND CAPS,42.42999999999999,18
2473,MAKEUP AND TREATMENT,SEASONAL PRESHCOOL,29.520000000000003,18
2311,LAWN AND GARDEN SHOP,NOZZLES/HOSE ENDS,95.02999999999999,18
2598,NATURAL HBC,SOAP- LIQ&BAR,103.62,18
3586,TOYS AND GAMES,BABY DOLL ACCESSORIES,244.04000000000005,18
3502,STATIONERY & SCHOOL SUPPLIES,SCHOOL INSTRUMENTS,16.09,18
896,CONDIMENTS/SAUCES,AUTHENTIC JAPANESE FOODS,38.82999999999999,18
1930,HARDWARE SUPPLIES,SURFACE PREP,46.32,18
1447,FLORAL- HARD GOODS,PLUSH,141.82,18
2271,KITCHEN GADGETS,SEASONAL,30.820000000000004,18
3449,SPRING/SUMMER SEASONAL,SMALL ACCESS UMBRELLAS,200.82000000000005,18
2752,PAPER HOUSEWARES,BAKING CUPS,33.41999999999999,18
1515,FLORAL-FRESH CUT,FILLERS,94.72999999999998,18
718,CHICKEN,MISC SALES TRANS,109.04,18
3216,SINUS AND ALLERGY,COLD AND FLU (AGE RESTRICTED),131.22,18
1752,GLASSES/VISION AIDS,SUNGLASSES SPORT,206.88,18
3646,TOYS AND GAMES,SWIN/TOYS,56.92,18
1767,GLASSWARE & DINNERWARE,MISSION TABLES,140.19,18
217,BAKED BREAD/BUNS/ROLLS,ROLLS: DINNER,38.32000000000001,18
2908,PORK,STIR FRY/STRIPS/FAJITAS,36.43000000000001,18
2094,HOUSEHOLD CLEANG NEEDS,ALL PURPOSE CLEANERS,46.67,18
3809,VITAMINS,NUT SUPP-C VITAMINS,196.82000000000002,18
2950,PREPARED FOOD,PREP FD: SEAFD ENTREES (HOT),66.28000000000002,18
342,BEEF,BRSKT/BRST/BLY - WH/HALF,175.24999999999997,17
1679,FRZN MEAT/MEAT DINNERS,FROZEN MEAT (VEGETARIAN),41.02,17
685,CHEESE,SAL:SALSA/DPS-PRPCK,40.39000000000001,17
1753,GLASSES/VISION AIDS,SUNGLASSES YOUNG MENS,116.92,17
1136,DISHWASH DETERGENTS,DRAIN CLEANING,49.230000000000004,17
186,BAG SNACKS,MISC SNACKS,24.089999999999996,17
940,CONVENIENT BRKFST/WHLSM SNACKS,SNACK CAKE - MULTI PACK,32.42999999999999,17
509,CAKES,CAKES: POUND,52.25000000000002,17
3485,STATIONERY & SCHOOL SUPPLIES,FLASHLIGHTS,85.37,17
2046,HOME FURNISHINGS,LIGHTING ACCESSORIES,101.47,17
3062,ROLLS,CAKES: ANGEL FDS/CKE ROLLS,47.89000000000001,17
2920,PORTABLE ELECTRIC APPLIANCES,TOAST/GRIDDLES,170.36,17
1703,FRZN SEAFOOD,FRZN BRD OTHER,75.83000000000001,17
282,BAKING NEEDS,SEAFOOD-MISC-SAUCES/MARIN-WET,36.54,17
911,CONDIMENTS/SAUCES,POURABLE SALAD DRESSINGS,49.70000000000002,17
1095,DIETARY AID PRODUCTS,CANDY BAGS-CHOCOCLATE,8.0,17
2383,MAGAZINE,ANIMAL-MAGAZINE,80.89000000000001,17
1737,GARDEN CENTER,STANDARD SHRUBS,127.82999999999998,17
1071,DELI SPECIALTIES (RETAIL PK),DL SPEC: JELLIES/TOPPINGS,67.83000000000003,17
1420,FITNESS&DIET,NUT SUPP-PROTEIN-FOOD STAMPABL,175.33,17
2988,PROCESSED,NON FOOD,63.83000000000003,17
2251,KITCHEN GADGETS,CAMPING APPLIANCES,64.73,17
3685,TURKEY,TURKEY THIGHS,59.55999999999999,17
2357,LIQUOR,TRADITIONAL GIN,178.36,17
3696,UNKNOWN,CARROTS SLICED/SHRED/STICKS,33.98,17
70,APPAREL,SPECIALTY FOOTWEAR,53.20000000000001,17
2322,LAWN AND GARDEN SHOP,SPRINKLERS,92.14999999999998,17
3440,SPRING/SUMMER SEASONAL,PATIO SETS,2774.3299999999995,17
1268,EASTER,EASTER BASKETS,75.85000000000001,17
1228,DRIED FRUIT,ORGANIC DRIED FRUIT,76.73,17
769,CHRISTMAS  SEASONAL,ELECTRONICS,171.63,17
2144,INFANT CARE PRODUCTS,GROOMING COMBS THERMOMETER,63.98000000000001,17
3708,UNKNOWN,ORGANIC PEARS,49.96,17
